710277894539513857,"If you voting Hillary, at least watch this, so you know what puddle of lies you jumping into. https://t.co/2HQztVQUHf",Thu Mar 17 01:33:41 +0000 2016,,,Negative
710277896246583301,RT @slone: BEST. VIDEO. EVER. https://t.co/vaOHL3fJ9W,Thu Mar 17 01:33:41 +0000 2016,"Murrells Inlet, SC",,Negative
710277896791859200,RT @lybr3: KKK grand dragon endorses Hillary Clinton for president | Fox News | https://t.co/BGXGz5vvkN,Thu Mar 17 01:33:41 +0000 2016,"Rutledge, Tennessee",Eastern Time (US & Canada),Negative
710277897668468736,RT @HeartOverdBars: Exit polls show Sanders won IL and MO. Why is no one talking about this? https://t.co/K7cLQjVWts,Thu Mar 17 01:33:41 +0000 2016,,,Negative
710277897366282240,"RT @LeahRBoss: Hillary Clinton has been in and around the White House for years. Her ""accomplishments"": 

Benghazi
National security breach…",Thu Mar 17 01:33:41 +0000 2016,Iowa,Central Time (US & Canada),Negative
710277898167451649,RT @JohnFromCranber: Hillary Email Shows Forces Were Ready to Respond to BENGHAZI https://t.co/vJOgp8Xyku Dem Inaction Cost 4 Lives #tcot h…,Thu Mar 17 01:33:41 +0000 2016,#AlwaysTrump,Pacific Time (US & Canada),Negative
710277900768043012,Trump has verbally threatened mass deportation of an entire religion and you're claiming Bernie supports genocide  https://t.co/1A2dWBDrkr,Thu Mar 17 01:33:42 +0000 2016,Where the culture is snobby,,Negative
710277900839297024,"business: Bernie who? For Hillary Clinton, it's time to turn to Trump https://t.co/QQmfGdvO4k https://t.co/fzdb7hG515",Thu Mar 17 01:33:42 +0000 2016,"Cleveland Street, Burlington	",Bucharest,Negative
710277900843524097,@EndElderAbuse @HARRISFAULKNER Get the petition to stop court apptd guardianship abuse to presidential candidates https://t.co/85E2irGg3w,Thu Mar 17 01:33:42 +0000 2016,United States,,Negative
710277902651109377,"RT @DoubleEagle49: Donald Trump, in new video, treats Hillary Clinton like a punch line https://t.co/yOD7nlt3Xx",Thu Mar 17 01:33:42 +0000 2016,U.S.A. ,,Negative
710277905109004288,RT @novenator: #StillSanders bc Clinton has received more campaign $ from drug companies than any candidate in either party https://t.co/lt…,Thu Mar 17 01:33:43 +0000 2016,SouthEastern USA,,Negative
710277905989828613,"RT @wikileaks: Hillary Clinton's ""loyal adoring pal"" Lynn Forester de Rothschild https://t.co/5bVG0gZy4X https://t.co/opETODqwEK",Thu Mar 17 01:33:43 +0000 2016,Right around the corner ,Pacific Time (US & Canada),Negative
710277906073669633,Oh boy😂 https://t.co/DIGNfhwsrq,Thu Mar 17 01:33:43 +0000 2016,,,Negative
710277907914985472,RT @Blavity: 17 Receipts that capture Hillary Clinton's attempt to rewrite history #HistorybyHillary https://t.co/iAJa00Spad https://t.co/m…,Thu Mar 17 01:33:44 +0000 2016,"Austin, TX",Pacific Time (US & Canada),Negative
710277909685084162,RT @BillKristol: Why an Independent Republican candidacy could make sense. https://t.co/YbdbcMe0G3,Thu Mar 17 01:33:44 +0000 2016,"Boston, MA",Eastern Time (US & Canada),Negative
710277909693526016,"RT @STrimel: Time for Hillary to hit up Big Banks, Big Oil, Big Pharma again.  https://t.co/2NOAKsupiu",Thu Mar 17 01:33:44 +0000 2016,,Pacific Time (US & Canada),Negative
710277911018921984,"Check out Bernie Sanders (033) GrassRoots Window Decal 3.5"" x 7"" White #FeelTheBern #BSDMS  https://t.co/XV3km9jOdh via @eBay",Thu Mar 17 01:33:44 +0000 2016,Central Ohio,Eastern Time (US & Canada),Neutral
710277918790803456,RT @DJROBBZ_BLOG: #StillSanders What's also worth REMEMBERING is this ISN'T 2008 AND 50% 4 #Bernie DIDN'T❎4 Hillary in 08&amp; WON'T in 16 http…,Thu Mar 17 01:33:46 +0000 2016,,Tehran,Negative
710277919965388804,RT @xstex: Bernie Sanders is a G. Can't stop watching this. 😂 https://t.co/FT7Q0hip2x,Thu Mar 17 01:33:47 +0000 2016,Virginia,Eastern Time (US & Canada),Negative
710277919914917889,RT @Blavity: 17 Receipts that capture Hillary Clinton's attempt to rewrite history #HistorybyHillary https://t.co/iAJa00Spad https://t.co/m…,Thu Mar 17 01:33:47 +0000 2016,The 'Dena,Pacific Time (US & Canada),Negative
710277920745349120,RT @voteforclintons: Hillary Clinton #Vote4Hillary to want a Secure Future in #Idaho #Murphy - https://t.co/qfpqi55HBt https://t.co/VPaF57W…,Thu Mar 17 01:33:47 +0000 2016,"HillaryVillage, CA",,Negative
710277921731190784,RT @JackJackJohnson: I'm voting for Bernie Sanders. Great human being.,Thu Mar 17 01:33:47 +0000 2016,God has a plan • 3/12 ,Brasilia,Negative
710277924516012032,More maternal stereotypes https://t.co/A0gx5GtrFK,Thu Mar 17 01:33:48 +0000 2016,West Vancouver,,Negative
710277928085422081,"RT @audreyringrose: https://t.co/oZNLJflW5C Hillary a WEAK, ILL HEALTH HACK THAT COULD NEVER BE POTUS OF ANYTHING BUT FRAUD!",Thu Mar 17 01:33:49 +0000 2016,"Atlanta, GA",,Negative
710277928844726272,RT @missmynt: Corporate media: your tactics won't work. We still #FeelTheBern  https://t.co/P0Oly8IhT6,Thu Mar 17 01:33:49 +0000 2016,"Trenton, NJ",Eastern Time (US & Canada),Negative
710277930748919810,"RT @LeahRBoss: Hillary Clinton has been in and around the White House for years. Her ""accomplishments"": 

Benghazi
National security breach…",Thu Mar 17 01:33:49 +0000 2016,Greatest counrty in the world!,Eastern Time (US & Canada),Negative
710277930975436801,Can Bernie Sanders Still Win the Democratic Nomination? https://t.co/VcLHGhCdvV,Thu Mar 17 01:33:49 +0000 2016,Chicago,,Negative
710277931860250624,Donald trump will not win and so won't Hillary Clinton. What do I mean? They can have a title of presidency but this country will revolt.,Thu Mar 17 01:33:49 +0000 2016,satx ➡ cstat,Pacific Time (US & Canada),Negative
710277932019687425,you're also #ImWithEpstein get your hands off the children https://t.co/oD4ixQ9M7V https://t.co/UlVVmxb3iR,Thu Mar 17 01:33:49 +0000 2016,United States,Pacific Time (US & Canada),Negative
710277932959277057,RT @babyfincher: pic of me watching broad city tonight knowing damn well ilana wexler would be a die hard bernie sanders fan https://t.co/4…,Thu Mar 17 01:33:50 +0000 2016,"Montréal, Québec",Eastern Time (US & Canada),Negative
710277933781295105,#StillSanders All of the Top 10 Corporate Tax Dodgers Have Donated to Hillary Clinton https://t.co/qnOGzHtlcl #AZprimary,Thu Mar 17 01:33:50 +0000 2016,Minnesota,Pacific Time (US & Canada),Negative
710277935710666752,RT @BreitbartNews: Donald Trump Blocks Bernie Sanders Speech from TV https://t.co/uDytpoAc9N,Thu Mar 17 01:33:50 +0000 2016,USA ,,Negative
710277935987613696,"Instead of voting for Donald Trump or Hillary Clinton, let's all just smoke weed and not vote.",Thu Mar 17 01:33:50 +0000 2016,snapchat: joshbassett,,Negative
710277936629288960,RT @iHitModelsRaw: Lmaoooo RT @iamclifford_: bernie sanders in his early 20s https://t.co/k1JqY2XZxk,Thu Mar 17 01:33:51 +0000 2016,,Georgetown,Neutral
710277937325600768,"RT @Thom_Hartmann: Believe It or Not, Bernie Sanders Outperformed Projections on Super Tuesday II – And the Calendar… https://t.co/HUQAptrE…",Thu Mar 17 01:33:51 +0000 2016,U.S.,Atlantic Time (Canada),Negative
710277941330968577,"My history teacher was talking about yesterdays caucus' and he accidentely slipped up and said ""Hitle-Hillary Clinton""",Thu Mar 17 01:33:52 +0000 2016,los angeles,Pacific Time (US & Canada),Negative
710277942614462464,"RT @vivabernie: 1st Berta Caceres now Nelson Garcia have been assassinated n still Hillary Clinton has ?'s to answer.
#StillSanders https:/…",Thu Mar 17 01:33:52 +0000 2016,,Pacific Time (US & Canada),Negative
710277944044883968,RT @jbarro: Bernie Sanders is winning a landslide among voters whose favorite book is The Catcher in the Rye.,Thu Mar 17 01:33:52 +0000 2016,"Massachusetts, USA",Eastern Time (US & Canada),Negative
710277945152024576,RT @netbacker: The funniest part of the anti-Sanders left ranters is how eagerly they adopt DLC anti-Bernie talking points from the mainstr…,Thu Mar 17 01:33:53 +0000 2016,"Pacific Northwest, USA",Pacific Time (US & Canada),Negative
710277946834087938,RT @RobinDallasTX: @JohnFromCranber Hillary Clinton was fired for making evidence up in Watergate https://t.co/yJVUkpFgy2,Thu Mar 17 01:33:53 +0000 2016,,,Negative
710277950617165824,y'all stop playing and vote for Bernie Sanders ‼️‼️‼️‼️ https://t.co/Qiah38naCs,Thu Mar 17 01:33:54 +0000 2016,TX ,,Negative
710277952802594816,RT @democracynow: TV Networks Ignore Bernie Sanders’ Speech Tuesday Night https://t.co/TDWFAEHnyq,Thu Mar 17 01:33:54 +0000 2016,Connecticut,Atlantic Time (Canada),Negative
710277954048278528,RT @_taylorhoeve_: @brieruch2 this is what you look like https://t.co/g0y2bHCf45,Thu Mar 17 01:33:55 +0000 2016,,,Negative
710277958099976192,#StillSanders https://t.co/b5SmeujMhY,Thu Mar 17 01:33:56 +0000 2016,US,London,Negative
710277958410219520,#StillSanders #feelthebern https://t.co/aASZjGHxfS,Thu Mar 17 01:33:56 +0000 2016,,,Negative
710277958884323329,"RT @dcexaminer: Bernie Sanders campaign: ""The process was front loaded"" for Clinton https://t.co/V6jCt70zUb https://t.co/eVsRmESlqI",Thu Mar 17 01:33:56 +0000 2016,"South Florida, Nevada ✅",America/New_York,Negative
710277958511017984,RT @moisturizeds: somebody come get hillary clinton https://t.co/QZT1VcVVrJ,Thu Mar 17 01:33:56 +0000 2016,"Staten Island, NY",,Negative
710277960939376645,"RT @totalfratmove: Watch Hillary Clinton Lie For 14 Straight Minutes, Because Politics Are Honestly Hilarious: https://t.co/MBkK67Rt3o http…",Thu Mar 17 01:33:56 +0000 2016,Mn,Central Time (US & Canada),Negative
710277961623146496,"NY Times busted for anti-Bernie bias: The iconic, Clinton-endorsing newspaper slyly edits article to smear Sanders https://t.co/snuLimc0x7",Thu Mar 17 01:33:57 +0000 2016,"Athens, OH via The DMV",Atlantic Time (Canada),Negative
710277962646466560,RT @Moon___Sister: #StillSanders because he cares about my #ApacheStronghold sisters and brothers when no one else did. https://t.co/oBI2UJ…,Thu Mar 17 01:33:57 +0000 2016,"Phoenix, AZ",,Negative
710277962700959744,Hillary tried to change security rules to use her Blackberry: https://t.co/l6fs8qYKaD @dapperdavec @chadtweetsstuff https://t.co/QbIHbp5E1q,Thu Mar 17 01:33:57 +0000 2016,"Las Vegas, NV",Pacific Time (US & Canada),Negative
710277970531758080,RT @slone: BEST. VIDEO. EVER. https://t.co/vaOHL3fJ9W,Thu Mar 17 01:33:59 +0000 2016,United States,,Negative
710277971576160256,"RT @wikileaks: Hillary Clinton's ""loyal adoring pal"" Lynn Forester de Rothschild https://t.co/5bVG0gZy4X https://t.co/opETODqwEK",Thu Mar 17 01:33:59 +0000 2016,#TGDN  #TCOT,Central Time (US & Canada),Negative
710277971676766210,"RT @NoChillOnTinder: Someone come get Hillary Clinton 
https://t.co/CvXHMGzhBO",Thu Mar 17 01:33:59 +0000 2016,"Carolina, Puerto Rico",Atlantic Time (Canada),Negative
710277972926865408,RT @Yehudi3: Remembering When Mother Teresa Left Hillary Clinton in Stunned Silence on Abortion https://t.co/baLqqO2vK1,Thu Mar 17 01:33:59 +0000 2016,"Cape Cod, Ma",,Negative
